recipient_name,canonical_vendor_name,vendor_id
CREDENCE MANAGEMENT SOLUTIONS LIMITED LIABILITY COMPANY,CREDENCE MANAGEMENT SOLUTIONS LIMITED LIABILITY COMPANY,V02995
"CREED, SHEA, SINCLAIR AND ASSOCIATES LLC","CREED, SHEA, SINCLAIR AND ASSOCIATES LLC",V02996
"CREEKSIDE REHAB OPCO, LLC","CREEKSIDE REHAB OPCO, LLC",V02997
CREEKSIDE SEPTIC INC,CREEKSIDE SEPTIC INC,V02998
CREIGHTON UNIVERSITY,CREIGHTON UNIVERSITY,V02999
CREMATION & FUNERAL CARE BY DANIELLE ANDY BELUSKO INC.,CREMATION & FUNERAL CARE BY DANIELLE ANDY BELUSKO INC.,V03000
"CRESAP ORTHOTICS & PROSTHETICS, INC.","CRESAP ORTHOTICS & PROSTHETICS, INC.",V03001
CREST TRANSPORTATION SERVICES INC,CREST TRANSPORTATION SERVICES INC,V03002
"CRESTONE, INC.","CRESTONE, INC.",V03003
"CRESTPOINT SOLUTIONS, INC.","CRESTPOINT SOLUTIONS, INC.",V03004
"CRESTVIEW OPERATIONS, INC","CRESTVIEW OPERATIONS, INC",V03005
CRESTVIEW OPERATIONS LLC,"CRESTVIEW OPERATIONS, INC",V03005
"CRESTWOOD BEHAVIORAL HEALTH, INC","CRESTWOOD BEHAVIORAL HEALTH, INC",V03006
"CREWFACILITIES.COM, LLC","CREWFACILITIES.COM, LLC",V03007
CRG LYNWOOD LLC,CRG LYNWOOD LLC,V03008
CRI FEDERAL SERVICES,CRI FEDERAL SERVICES,V03009
CRITECH RESEARCH INC,CRITECH RESEARCH INC,V03010
CRITERION LABORATORIES INC,CRITERION LABORATORIES INC,V03011
CRITICAL ENERGY SERVICES LLC,CRITICAL ENERGY SERVICES LLC,V03012
"CRITICAL FACILITIES TECHNOLOGY, LLC","CRITICAL FACILITIES TECHNOLOGY, LLC",V03013
"CRITICAL MANAGEMENT SOLUTIONS, INC","CRITICAL MANAGEMENT SOLUTIONS, INC",V03014
"CRITICAL MENTION, INC.","CRITICAL MENTION, INC.",V03015
CRITICAL POWER CONSULTANTS INC.,CRITICAL POWER CONSULTANTS INC.,V03016
CRITICAL POWER EXPERTS LLC,CRITICAL POWER EXPERTS LLC,V03017
CROSBYS DRUGS INC,CROSBYS DRUGS INC,V03018
CROSEBERRY INC,CROSEBERRY INC,V03019
CROSS LINK MEDIA LLC,CROSS LINK MEDIA LLC,V03020
CROSSPOINT INC,CROSSPOINT INC,V03021
"CROSSROADS 3PL SOLUTIONS, LLC","CROSSROADS 3PL SOLUTIONS, LLC",V03022
CROSSROADS CARE CENTER OF FOND DU LAC LLC,CROSSROADS CARE CENTER OF FOND DU LAC LLC,V03023
CROSSROADS EXTREMITY SYSTEMS LLC,CROSSROADS EXTREMITY SYSTEMS LLC,V03024
CROSSTOWN COURIER SERVICE INC,CROSSTOWN COURIER SERVICE INC,V03025
CROTHALL LAUNDRY SERVICES INC,CROTHALL LAUNDRY SERVICES INC,V03026
"CROUSE RADIOLOGY ASSOCIATES, L.L.P.","CROUSE RADIOLOGY ASSOCIATES, L.L.P.",V03027
CROWN BASED SERVICES LLC,CROWN BASED SERVICES LLC,V03028
CROWN CITY ORTHOTICS AND PROSTHETICS LLC,CROWN CITY ORTHOTICS AND PROSTHETICS LLC,V03029
CROWN EQUIPMENT CORP,CROWN EQUIPMENT CORP,V03030
CRUXDCG LLC,CRUXDCG LLC,V03031
"C.R.W. MECHANICAL, INC.","C.R.W. MECHANICAL, INC.",V03032
"CRYSTAL CLEAR MAINTENANCE, INC","CRYSTAL CLEAR MAINTENANCE, INC",V03033
CRYSTAL CLEAR TECHNOLOGIES INC,CRYSTAL CLEAR TECHNOLOGIES INC,V03034
CRYSTAL CLEAR WINDOWS INC.,CRYSTAL CLEAR WINDOWS INC.,V03035
CRYSTAL REHAB & NURSING LLC,CRYSTAL REHAB & NURSING LLC,V03036
CS & POE CORPORATION,CS & POE CORPORATION,V03037
CS BROTHERS LLC,CS BROTHERS LLC,V03038
"CS MEDICAL, LLC","CS MEDICAL, LLC",V03039
CS MONICAL CONTRACTOR LLC,CS MONICAL CONTRACTOR LLC,V03040
"CS3, INC.","CS3, INC.",V03041
CSA ARCHITECTS & ENGINEERS LLP,CSA ARCHITECTS & ENGINEERS LLP,V03042
"CSA SERVICE SOLUTIONS, LLC","CSA SERVICE SOLUTIONS, LLC",V03043
CSIC SOLUTIONS LLC,CSIC SOLUTIONS LLC,V03044
CSK COMMUNICATIONS INC,CSK COMMUNICATIONS INC,V03045
CSL BEHRING L.L.C.,CSL BEHRING L.L.C.,V03046
CSP MGT LLC,CSP MGT LLC,V03047
CSP UTILITIES LLC,CSP UTILITIES LLC,V03048
CT CONSULTANTS INC,CT CONSULTANTS INC,V03049
CTEH GOVERNMENT SERVICES LLC,CTEH GOVERNMENT SERVICES LLC,V03050
CTF MEG NEURO INNOVATIONS INC,CTF MEG NEURO INNOVATIONS INC,V03051
CTI-OES JV,CTI-OES JV,V03052
CULINARY DEPOT INC.,CULINARY DEPOT INC.,V03053
"CULLUM & BROWN, INC.","CULLUM & BROWN, INC.",V03054
"CULLUM & BROWN HOLDINGS, INC.","CULLUM & BROWN HOLDINGS, INC.",V03055
CULLUM AND BROWN OF KANSAS CITY INC.,CULLUM AND BROWN OF KANSAS CITY INC.,V03056
CULPEPPER & ASSOCIATES SECURITY SERVICES INC,CULPEPPER & ASSOCIATES SECURITY SERVICES INC,V03057
CUMMINGS MOBILITY CONVERSIONS & SUPPLY INC,CUMMINGS MOBILITY CONVERSIONS & SUPPLY INC,V03058
CUMMINS INC,CUMMINS INC.,V03059
"CUMMINS, INC.",CUMMINS INC.,V03059
CUMMINS INC.,CUMMINS INC.,V03059
CUMMINS POWER GENERATION INC.,CUMMINS POWER GENERATION INC.,V03060
CUMMINS SOUTHERN PLAINS LLC,CUMMINS SOUTHERN PLAINS LLC,V03061
"CUMMINS-WAGNER COMPANY, INC.","CUMMINS-WAGNER COMPANY, INC.",V03062
CUMULUS MEDIA INC.,CUMULUS MEDIA INC.,V03063
CUNA SUPPLY LLC,CUNA SUPPLY LLC,V03064
CUP OF TEA LLC,CUP OF TEA LLC,V03065
CURAPATIENT INC,CURAPATIENT INC,V03066
CURE BIOMEDICAL L.L.C.,CURE BIOMEDICAL L.L.C.,V03067
CURIA GLOBAL INC,CURIA GLOBAL INC,V03068
CURRAHEE MECHANICAL INSULATION LLC,CURRAHEE MECHANICAL INSULATION LLC,V03069
"CURRENT MEDICAL TECHNOLOGIES, INC","CURRENT MEDICAL TECHNOLOGIES, INC",V03070
CURRY SHADES LLC,CURRY SHADES LLC,V03071
"CURTIS T THOMPSON M.D. & ASSOCIATES, PLLC","CURTIS T THOMPSON M.D. & ASSOCIATES, PLLC",V03072
"CURTIS-UNIVERSAL, INC.","CURTIS-UNIVERSAL, INC.",V03073
"CUSTOM ARTIFICIAL LIMB AND BRACE, INC.","CUSTOM ARTIFICIAL LIMB AND BRACE, INC.",V03074
CUSTOM BRICK & STONE CO INC,CUSTOM BRICK & STONE CO INC,V03075
CUSTOM HEALTHCARE LLC,CUSTOM HEALTHCARE LLC,V03076
CUSTOM MOBILITY INC,CUSTOM MOBILITY INC,V03077
"CUSTOM OCULAR PROSTHETICS, INC.","CUSTOM OCULAR PROSTHETICS, INC.",V03078
CUSTOM ORTHOTICS & PROSTHETICS LP,CUSTOM ORTHOTICS & PROSTHETICS LP,V03079
CUSTOM VAN INC,CUSTOM VAN INC,V03080
"CUSTOMER VALUE PARTNERS, LLC","CUSTOMER VALUE PARTNERS, LLC",V03081
CVPATH INSTITUTE INC.,CVPATH INSTITUTE INC.,V03082
"CVS PHARMACY, INC","CVS PHARMACY, INC",V03083
"CW BUSINESS VENTURES, INC.","CW BUSINESS VENTURES, INC.",V03084
CW FINANCIAL & MANAGEMENT GROUP LLC,CW FINANCIAL & MANAGEMENT GROUP LLC,V03085
"CW RESOURCES, INC.","CW RESOURCES, INC.",V03086
CW-LTS LLC,CW-LTS LLC,V03087
CWM ENVIRONMENTAL LLC,CWM ENVIRONMENTAL LLC,V03088
CYAGEN BIOMODELS LLC,CYAGEN BIOMODELS LLC,V03089
"CYBER COMMUNICATIONS SOLUTIONS, INC.","CYBER COMMUNICATIONS SOLUTIONS, INC.",V03090
CYGNUS CORP INC,CYGNUS CORP INC,V03091
CYKOR LLC,CYKOR LLC,V03092
CYNERGY PROFESSIONAL SYSTEMS LLC,CYNERGY PROFESSIONAL SYSTEMS LLC,V03093
"CYNOSURE, LLC.","CYNOSURE, LLC.",V03094
"CYNWAVE SOLUTIONS, LLC","CYNWAVE SOLUTIONS, LLC",V03095
CYPRESS POINT REHABILITATION AND NURSING LLC,CYPRESS POINT REHABILITATION AND NURSING LLC,V03096
"CYTEK BIOSCIENCES, INC.","CYTEK BIOSCIENCES, INC.",V03097
CYTOPATH BIOPSY LAB INC,CYTOPATH BIOPSY LAB INC,V03098
D & B PORTABLES LLC,D & B PORTABLES LLC,V03099
D & B SUPPLY CORP.,D & B SUPPLY CORP.,V03100
"D & D COMPRESSOR SERVICE, INC.","D & D COMPRESSOR SERVICE, INC.",V03101
D & D LABORATORY LLC,D & D LABORATORY LLC,V03102
"D & K CLEANING CENTER, INC.","D & K CLEANING CENTER, INC.",V03103
"D & O SECURITY SOLUTIONS, LLC","D & O SECURITY SOLUTIONS, LLC",V03104
"D & R PHARMACEUTICAL SERVICES, LLC","D & R PHARMACEUTICAL SERVICES, LLC",V03105
"D & R WILLIAMS, LLC","D & R WILLIAMS, LLC",V03106
"D & T SCHWOEGLER ENTERPRISES, INC","D & T SCHWOEGLER ENTERPRISES, INC",V03107
D CARTER CONSULTING LLC,D CARTER CONSULTING LLC,V03108
"D. H. PACE COMPANY, INC.","D. H. PACE COMPANY, INC.",V03109
D. J. CONLEY ASSOCIATES INC.,D. J. CONLEY ASSOCIATES INC.,V03110
D MOORE AND SON MONUMENTS LLC,D MOORE AND SON MONUMENTS LLC,V03111
D SQUARE CONSTRUCTION LLC,D SQUARE CONSTRUCTION LLC,V03112
"D. T. GRUELLE CO GROUP, LLC","D. T. GRUELLE CO GROUP, LLC",V03113
D&D INDUSTRIAL SOLUTIONS LLC,D&D INDUSTRIAL SOLUTIONS LLC,V03114
D&H UNITED FUELING SOLUTIONS INC,D&H UNITED FUELING SOLUTIONS INC,V03115
"D&O ENTERPRISES, LLC","D&O ENTERPRISES, LLC",V03116
"D'S VENTURES, LLC","D'S VENTURES, LLC",V03117
"D'VILLE OPCO, LLC","D'VILLE OPCO, LLC",V03118
D2X CONSTRUCTION LLC,D2X CONSTRUCTION LLC,V03119
"D3 TECHNICAL SERVICES, LLC","D3 TECHNICAL SERVICES, LLC",V03120
"D4 SUPPORT SERVICES, LLC","D4 SUPPORT SERVICES, LLC",V03121
DACIMA SOFTWARE INC,DACIMA SOFTWARE INC,V03122
DAGOSTINO ELECTRONIC SERVICES INC,DAGOSTINO ELECTRONIC SERVICES INC,V03123
DAHME MECHANICAL INDUSTRIES INC,DAHME MECHANICAL INDUSTRIES INC,V03124
"DAI SCIENTIFIC EQUIPMENT, INC.","DAI SCIENTIFIC EQUIPMENT, INC.",V03125
"DAIICHI SANKYO, INC","DAIICHI SANKYO, INC",V03126
DAIKIN APPLIED AMERICAS INC,DAIKIN APPLIED AMERICAS INC,V03127
"DAILEY AND WELLS COMMUNICATIONS, INC.","DAILEY AND WELLS COMMUNICATIONS, INC.",V03128
"DAILY PLANET, INCORPORATED","DAILY PLANET, INCORPORATED",V03129
"DAK RESOURCES, INC.","DAK RESOURCES, INC.",V03130
"DAKOTA ELECTRIC CONSTRUCTION CO., INC.","DAKOTA ELECTRIC CONSTRUCTION CO., INC.",V03131
"DAKOTA REFRIGERATION, INC","DAKOTA REFRIGERATION, INC",V03132
"DAKS ENTERPRISES, LIMITED","DAKS ENTERPRISES, LIMITED",V03133
DAL MEDIA SOLUTIONS INC.,DAL MEDIA SOLUTIONS INC.,V03134
DALERON INC,DALERON INC,V03135
DALLAS INDEPENDENT SCHOOL DISTRICT,DALLAS INDEPENDENT SCHOOL DISTRICT,V03136
DALLAS MISSION FOR LIFE,DALLAS MISSION FOR LIFE,V03137
DALMOR LLC,DALMOR LLC,V03138
"DALYWORKS, LLC","DALYWORKS, LLC",V03139
DAMIKAN,DAMIKAN,V03140
"DANA SAFETY SUPPLY, INC.","DANA SAFETY SUPPLY, INC.",V03141
"DANCEY CONTRACTING, LLC","DANCEY CONTRACTING, LLC",V03142
DANE TECHNOLOGIES INC,DANE TECHNOLOGIES INC,V03143
"DANIEL CONSULTING, LTD.","DANIEL CONSULTING, LTD.",V03144
DANIEL KIMERLING,DANIEL KIMERLING,V03145
DANIEL NEWTON,DANIEL NEWTON,V03146
DANIEL P O'BRIEN,DANIEL P O'BRIEN,V03147
DANIELS BUILDING CO INC,DANIELS BUILDING CO INC,V03148
"DANIELS EQUIPMENT COMPANY, INC.","DANIELS EQUIPMENT COMPANY, INC.",V03149
"DANIELS MOVING & STORAGE, INC.","DANIELS MOVING & STORAGE, INC.",V03150
"DANIELS SHARPSMART, INC.","DANIELS SHARPSMART, INC.",V03151
DANKMEYER INC,DANKMEYER INC,V03152
"DANSER COLLISION, INC","DANSER COLLISION, INC",V03153
DANTE THE ULTIMATE CLEANING SERVICE LLC,DANTE THE ULTIMATE CLEANING SERVICE LLC,V03154
DAP CONSTRUCTION MANAGEMENT LLC,DAP CONSTRUCTION MANAGEMENT LLC,V03155
DARBY ORTHOTICS & PROSTHETICS LLC,DARBY ORTHOTICS & PROSTHETICS LLC,V03156
"DARKSIDE VENTURES, LLC","DARKSIDE VENTURES, LLC",V03157
DARTMOUTH-HITCHCOCK CLINIC,DARTMOUTH-HITCHCOCK CLINIC,V03158
DASH TECHNOLOGIES INC,DASH TECHNOLOGIES INC,V03159
"DATA CAPTURE SOLUTIONS-REPAIR AND REMARKETING, INC","DATA CAPTURE SOLUTIONS-REPAIR AND REMARKETING, INC",V03160
"DATA DISTRIBUTING, LLC","DATA DISTRIBUTING, LLC",V03161
DATA INNOVATIONS LLC,DATA INNOVATIONS LLC,V03162
DATA PROCESSING AIR CORP.,DATA PROCESSING AIR CORP.,V03163
DATA2DESIGN TECHNOLOGIES LLC,DATA2DESIGN TECHNOLOGIES LLC,V03164
"DATACAMP, INC.","DATACAMP, INC.",V03165
DATAMED LLC,DATAMED LLC,V03166
DATASAFE INC,DATASAFE INC,V03167
"DATASAVERS OF JACKSONVILLE, INC.","DATASAVERS OF JACKSONVILLE, INC.",V03168
"DATAWATCH SYSTEMS, INC.","DATAWATCH SYSTEMS, INC.",V03169
"DATAWORKS DEVELOPMENT, INC","DATAWORKS DEVELOPMENT, INC",V03170
DATCARD SYSTEMS INC,DATCARD SYSTEMS INC,V03171
"DATEX-OHMEDA, INC.","DATEX-OHMEDA, INC.",V03172
DATIX (USA) INC.,DATIX (USA) INC.,V03173
"DAV ENERGY SOLUTIONS, INC.","DAV ENERGY SOLUTIONS, INC.",V03174
DAVENPORT COBBS APRIL M,DAVENPORT COBBS APRIL M,V03175
"DAVENPORT SKILLED NURSING FACILITY, LLC","DAVENPORT SKILLED NURSING FACILITY, LLC",V03176
DAVID JONES CPA PC,DAVID JONES CPA PC,V03177
DAVID KNAPP,DAVID KNAPP,V03178
DAVID KNIGHT,DAVID KNIGHT,V03179
DAVID KOPF INSTRUMENTS,DAVID KOPF INSTRUMENTS,V03180
DAVID ROTTER PROSTHETICS LTD,DAVID ROTTER PROSTHETICS LTD,V03181
DAVID WYLES CONSTRUCTION LLC,DAVID WYLES CONSTRUCTION LLC,V03182
"DAVID-KLEIS II, LLC","DAVID-KLEIS II, LLC",V03183
"DAVIDSON HEALTH & REHAB CENTER, LLC","DAVIDSON HEALTH & REHAB CENTER, LLC",V03184
DAVIDSON PROSTHETICS LLC,DAVIDSON PROSTHETICS LLC,V03185
DAVIS EQUIPMENT CORPORATION,DAVIS EQUIPMENT CORPORATION,V03186
DAVIS POWER SOLUTIONS LLC,DAVIS POWER SOLUTIONS LLC,V03187
DAVIS RESEARCH LLC,DAVIS RESEARCH LLC,V03188
"DAVIS SERVICE CENTER, INC.","DAVIS SERVICE CENTER, INC.",V03189
"DAVIS-ULMER SPRINKLER COMPANY, INC.","DAVIS-ULMER SPRINKLER COMPANY, INC.",V03190
DAVITA INC.,DAVITA INC.,V03191
DAVOL INC,DAVOL INC,V03192
"DAVY ARCHITECTURE, INC.","DAVY ARCHITECTURE, INC.",V03193
"DAVY ENGINEERING COMPANY, INC.","DAVY ENGINEERING COMPANY, INC.",V03194
"DAW, LLC","DAW, LLC",V03195
"DAX SAFETY & STAFFING SOLUTIONS, LLC","DAX SAFETY & STAFFING SOLUTIONS, LLC",V03196
DAX/GBAB JV LLC,DAX/GBAB JV LLC,V03197
"DAX/GBAB JV 3, LLC","DAX/GBAB JV 3, LLC",V03198
"DAX/GBAB JV 4, LLC","DAX/GBAB JV 4, LLC",V03199
DAXOR CORPORATION,DAXOR CORPORATION,V03200
DAY MANAGEMENT CORP.,DAY MANAGEMENT CORP.,V03201
DAY SURGICAL PRODUCTS INC,DAY SURGICAL PRODUCTS INC,V03202
DAYTON ARTIFICIAL LIMB CLINIC INC,DAYTON ARTIFICIAL LIMB CLINIC INC,V03203
"DAYTON CLINICAL ONCOLOGY PROGRAM, INC.","DAYTON CLINICAL ONCOLOGY PROGRAM, INC.",V03204
DAYTONA BEACH FL OPCO LLC,DAYTONA BEACH FL OPCO LLC,V03205
"D.B. SAILS, LLC","D.B. SAILS, LLC",V03206
DB SYSTEMS TECH INC,DB SYSTEMS TECH INC,V03207
DBI WASTE SYSTEMS INC,DBI WASTE SYSTEMS INC,V03208
DBM LLC,DBM LLC,V03209
"DBM, LLC",DBM LLC,V03209
DBP INC,DBP INC,V03210
"DBR ASSOCIATES, INC","DBR ASSOCIATES, INC",V03211
DCB ELEVATOR CO INC,DCB ELEVATOR CO INC,V03212
"DCS INFRASTRUCTURE, LLC","DCS INFRASTRUCTURE, LLC",V03213
"DD TENTS & EVENTS, INC.","DD TENTS & EVENTS, INC.",V03214
DDL GROUP LLC,DDL GROUP LLC,V03215
"DE LA TORRE ORTHOTICS & PROSTHETICS, LLC","DE LA TORRE ORTHOTICS & PROSTHETICS, LLC",V03216
DE NOVO SOFTWARE LLC,DE NOVO SOFTWARE LLC,V03217
"DEAN FOODS NORTH CENTRAL, LLC","DEAN FOODS NORTH CENTRAL, LLC",V03218
DEAN MCGEE EYE INSTITUTE,DEAN MCGEE EYE INSTITUTE,V03219
DEBORGEM ENTERPRISES INCORPORATED,DEBORGEM ENTERPRISES INCORPORATED,V03220
DEBRA SIMMONS NEVEU LLC ATTORNEY AND COUNSELOR AT LAW,DEBRA SIMMONS NEVEU LLC ATTORNEY AND COUNSELOR AT LAW,V03221
"DEBS, JOHNATHAN","DEBS, JOHNATHAN",V03222
"DECANUS MANAGEMENT, LLC","DECANUS MANAGEMENT, LLC",V03223
"DECATUR CONSTRUCTION, INC","DECATUR CONSTRUCTION, INC",V03224
DECISIONPOINT CORPORATION,DECISIONPOINT CORPORATION,V03225
"DECISIVE POINT CONSULTING GROUP, LLC","DECISIVE POINT CONSULTING GROUP, LLC",V03226
"DECKERVILLE NURSING CENTER, L.L.C.","DECKERVILLE NURSING CENTER, L.L.C.",V03227
"DECON, LLC","DECON, LLC",V03228
"DEDHAM SPORTSMEN'S CENTER, INC.","DEDHAM SPORTSMEN'S CENTER, INC.",V03229
DEEP CREEK RNC LLC,DEEP CREEK RNC LLC,V03230
DEEP SOUTH PHYSICS PLLC,DEEP SOUTH PHYSICS PLLC,V03231
DEERE & COMPANY,DEERE & COMPANY,V03232
DEFENSE IN DEPTH LLC,DEFENSE IN DEPTH LLC,V03233
DEFENSE INTEGRATION SOLUTIONS LLC,DEFENSE INTEGRATION SOLUTIONS LLC,V03234
"DEFENSE INVESTIGATORS GROUP, INC","DEFENSE INVESTIGATORS GROUP, INC",V03235
"DEFENSE VENTURE HOLDINGS, LLC","DEFENSE VENTURE HOLDINGS, LLC",V03236
"DEFFENBAUGH INDUSTRIES, INC.","DEFFENBAUGH INDUSTRIES, INC.",V03237
DEFY THERAPEUTICS LLC,DEFY THERAPEUTICS LLC,V03238
"DEGUTIS, LINDA C","DEGUTIS, LINDA C",V03239
DEHAAI INDUSTRIAL SALES & SERVICE INC,DEHAAI INDUSTRIAL SALES & SERVICE INC,V03240
DEL BIANCO ENTERPRISES LLC,DEL BIANCO ENTERPRISES LLC,V03241
DEL MONTE CARE,DEL MONTE CARE,V03242
"DELABY BRACE AND LIMB CO., INC.","DELABY BRACE AND LIMB CO., INC.",V03243
"DELAROSA, ANDREW S","DELAROSA, ANDREW S",V03244
"DELAWARE CENTER FOR HOMELESS VETERANS, INC","DELAWARE CENTER FOR HOMELESS VETERANS, INC",V03245
DELAWARE COUNTY BOARD OF FIRE & LIFE SAFETY,DELAWARE COUNTY BOARD OF FIRE & LIFE SAFETY,V03246
DELCO LLC,DELCO LLC,V03247
DELGADO COMMUNITY COLLEGE,DELGADO COMMUNITY COLLEGE,V03248
DELL FEDERAL SYSTEMS L.P,DELL FEDERAL SYSTEMS L.P,V03249
"DELMAR GARDENS OF GREEN VALLEY OPERATING, L.L.C.","DELMAR GARDENS OF GREEN VALLEY OPERATING, L.L.C.",V03250
"DELMAR GARDENS OF LENEXA OPERATING, L.L.C.","DELMAR GARDENS OF LENEXA OPERATING, L.L.C.",V03251
"DELMAR GARDENS ON THE GREEN OPERATING, L.L.C.","DELMAR GARDENS ON THE GREEN OPERATING, L.L.C.",V03252
DELMARVA POWER & LIGHT COMPANY,DELMARVA POWER & LIGHT COMPANY,V03253
DELOITTE & TOUCHE LLP,DELOITTE & TOUCHE LLP,V03254
DELOITTE CONSULTING LLP,DELOITTE CONSULTING LLP,V03255
DELORENCO L JACKSON,DELORENCO L JACKSON,V03256
"DELSYS, INC.","DELSYS, INC.",V03257
"DELTA BRIDGE, INC.","DELTA BRIDGE, INC.",V03258
DELTA CONSULTING GROUP INC,DELTA CONSULTING GROUP INC,V03259
DELTA DENTAL OF CALIFORNIA,DELTA DENTAL OF CALIFORNIA,V03260
"DELTA FUEL COMPANY, L.L.C.","DELTA FUEL COMPANY, L.L.C.",V03261
DELTASTRAC LLC,DELTASTRAC LLC,V03262
DELVAL EQUIPMENT CORPORATION,DELVAL EQUIPMENT CORPORATION,V03263
DEMOSS JOYCE,DEMOSS JOYCE,V03264
"DENALI CENTER, LLC","DENALI CENTER, LLC",V03265
DENHAM ORTHOTICS AND FITNESS,DENHAM ORTHOTICS AND FITNESS,V03266
"DENNIS M. KEHOE LANDSCAPE CONTRACTORS, INC.","DENNIS M. KEHOE LANDSCAPE CONTRACTORS, INC.",V03267
"DENTAL ARTS LABORATORIES, INC.","DENTAL ARTS LABORATORIES, INC.",V03268
DENTAL CRAFTS LAB INC,DENTAL CRAFTS LAB INC,V03269
DENTAL HEALTH PRODUCTS INCORPORATED,DENTAL HEALTH PRODUCTS INCORPORATED,V03270
DENTAL LAB HOLDINGS LLC,DENTAL LAB HOLDINGS LLC,V03271
DENTAL LABORATORY GROUP INC.,DENTAL LABORATORY GROUP INC.,V03272
"DENTAL RECYCLING NORTH AMERICA, INC.","DENTAL RECYCLING NORTH AMERICA, INC.",V03273
"DENTALEZ, INC.","DENTALEZ, INC.",V03274
"DENTALEZ ALABAMA, INC.","DENTALEZ ALABAMA, INC.",V03275
DENTSPLY IH INC.,DENTSPLY IH INC.,V03276
DENTSPLY NORTH AMERICA LLC,DENTSPLY NORTH AMERICA LLC,V03277
"DENVER, CITY & COUNTY OF","DENVER, CITY & COUNTY OF",V03278
"DENVER FILM & DIGITAL, INC","DENVER FILM & DIGITAL, INC",V03279
DENVER HS-EF COURT PLACE LLC,DENVER HS-EF COURT PLACE LLC,V03280
"DENVER INDUSTRIAL PUMPS, INC","DENVER INDUSTRIAL PUMPS, INC",V03281
"DENVER SOLUTIONS, LLC","DENVER SOLUTIONS, LLC",V03282
DEPARTMENT OF AGRICULTURE WYOMING,DEPARTMENT OF AGRICULTURE WYOMING,V03283
DEPARTMENT OF JUSTICE WISCONSIN,DEPARTMENT OF JUSTICE WISCONSIN,V03284
DEPARTMENT OF MANAGEMENT SERVICES,DEPARTMENT OF MANAGEMENT SERVICES,V03285
DEPARTMENT OF MEDICINE MEDICAL SERVICE GROUP AT THE SUNY HEALTH SCIENCE CENTER AT SYRACUSE INC.,DEPARTMENT OF MEDICINE MEDICAL SERVICE GROUP AT THE SUNY HEALTH SCIENCE CENTER AT SYRACUSE INC.,V03286
DEPARTMENT OF PUBLIC SAFETY MISSOURI,DEPARTMENT OF PUBLIC SAFETY MISSOURI,V03287
DEPARTMENT OF STATE POLICE PENNSYLVANIA,DEPARTMENT OF STATE POLICE PENNSYLVANIA,V03288
DEPARTMENT OF TRANSPORTATION MARYLAND,DEPARTMENT OF TRANSPORTATION MARYLAND,V03289
DEPARTMENT OF VETERANS AFFAIRS LOUISIANA,DEPARTMENT OF VETERANS AFFAIRS LOUISIANA,V03290
"DEPENDABLE ON-SITE SCAN & SHRED, INC.","DEPENDABLE ON-SITE SCAN & SHRED, INC.",V03291
DEPLOYAHP LLC,DEPLOYAHP LLC,V03292
DEPRESSION & BIPOLAR SUPPORT ALLIANCE,DEPRESSION & BIPOLAR SUPPORT ALLIANCE,V03293
DEPT OF PUB SAFETY,DEPT OF PUB SAFETY,V03294
"DEPUY SYNTHES SALES, INC.",DEPUY SYNTHES SALES INC,V03295
DEPUY SYNTHES SALES INC,DEPUY SYNTHES SALES INC,V03295
DERBY ENTERPRISES LLC,DERBY ENTERPRISES LLC,V03296
"DERIDDER RETIREMENT & REHABILITATION CENTER, L.L.C.","DERIDDER RETIREMENT & REHABILITATION CENTER, L.L.C.",V03297
DERMATOPATHOLOGY ASSOCIATES PLLC,DERMATOPATHOLOGY ASSOCIATES PLLC,V03298
DERRAH MORRISON ENTERPRISES LLC,DERRAH MORRISON ENTERPRISES LLC,V03299
"DES MOINES EYE SURGEONS, L.L.P.","DES MOINES EYE SURGEONS, L.L.P.",V03300
"DESIGN BUILD CONSORTIUM, LLC","DESIGN BUILD CONSORTIUM, LLC",V03301
"DESIGN FOR HEALTH ENVIRONMENTAL EDUCATION CENTER, PACIFIC RIM DIVISION, INC.","DESIGN FOR HEALTH ENVIRONMENTAL EDUCATION CENTER, PACIFIC RIM DIVISION, INC.",V03302
"DESIGN INTERACTIVE, LLC","DESIGN INTERACTIVE, LLC",V03303
"DESIGN-AIRE ENGINEERING, INC.","DESIGN-AIRE ENGINEERING, INC.",V03304
DESIGN-BUILD INSTITUTE OF AMERICA,DESIGN-BUILD INSTITUTE OF AMERICA,V03305
"DESKTOP METAL OPERATING, INC.","DESKTOP METAL OPERATING, INC.",V03306
"DESPAIN AND ASSOCIATES, INC","DESPAIN AND ASSOCIATES, INC",V03307
DESTA JR ABATE S,DESTA JR ABATE S,V03308
"DESTINATION ZERO, LLC","DESTINATION ZERO, LLC",V03309
"DESTINY FUNERAL HOME & CREMATORY, INC.","DESTINY FUNERAL HOME & CREMATORY, INC.",V03310
"DETROIT EAST MEDICAL CONTROL AUTHORITY (DEMCA,) INC","DETROIT EAST MEDICAL CONTROL AUTHORITY (DEMCA,) INC",V03311
DETROIT TECHNICAL EQUIPMENT CO,DETROIT TECHNICAL EQUIPMENT CO,V03312
"DEVAL , LLC","DEVAL , LLC",V03313
DEVINE PROFESSIONAL CONSULTING GROUP LIMITED LIABILITY COMPANY,DEVINE PROFESSIONAL CONSULTING GROUP LIMITED LIABILITY COMPANY,V03314
"DEWITT & COMPANY, INC.","DEWITT & COMPANY, INC.",V03315
